winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,winner_position
2,132,169,122,89,3,"[11, 0, 12, 12]","[0, 11, 13, 13]","[10, 12, 0, 11]","[0, 11, 12, 0]","[0, 0, 10, 0]","[10, 10, 11, 0]","[12, 11, 10, 0]","[11, 0, 11, 10]","[0, 11, 0, 0]","[0, 10, 10, 10]","[0, 10, 10, 11]","[11, 12, 0, 10]","[0, 0, 11, 10]","[0, 10, 11, 0]","[0, 0, 11, 12]","[11, 12, 11, 0]","[13, 0, 13, 11]","[0, 0, 0, 12]","[0, 12, 13, 0]",3
1,152,132,113,146,0,"[15, 0, 13, 0]","[10, 0, 0, 0]","[12, 13, 11, 0]","[11, 13, 10, 0]","[0, 11, 10, 12]","[0, 10, 11, 11]","[0, 0, 12, 0]","[11, 0, 10, 0]","[0, 11, 10, 10]","[10, 10, 0, 10]","[0, 10, 12, 10]","[10, 11, 0, 10]","[12, 10, 0, 11]","[11, 11, 10, 0]","[11, 11, 0, 0]","[11, 0, 12, 13]","[12, 0, 0, 14]","[0, 16, 0, 12]","[10, 15, 11, 0]",1
3,93,123,148,102,1,"[0, 0, 0, 0]","[0, 10, 0, 12]","[0, 0, 0, 0]","[0, 0, 11, 11]","[0, 11, 0, 12]","[13, 10, 12, 0]","[11, 10, 0, 0]","[0, 10, 12, 10]","[10, 10, 11, 0]","[10, 0, 10, 11]","[11, 11, 10, 0]","[0, 11, 11, 11]","[11, 0, 10, 11]","[0, 10, 0, 12]","[11, 0, 12, 12]","[0, 0, 0, 10]","[0, 0, 12, 11]","[11, 0, 0, 13]","[14, 0, 12, 12]",2
2,127,189,124,169,2,"[12, 0, 12, 14]","[0, 11, 13, 11]","[10, 0, 15, 11]","[14, 12, 10, 0]","[0, 10, 13, 11]","[12, 12, 0, 10]","[14, 0, 10, 10]","[10, 10, 13, 0]","[10, 0, 0, 0]","[10, 10, 10, 0]","[0, 11, 10, 10]","[11, 0, 10, 11]","[0, 0, 10, 12]","[10, 0, 11, 0]","[10, 14, 12, 0]","[11, 12, 13, 0]","[11, 12, 14, 0]","[11, 13, 0, 10]","[13, 0, 13, 14]",4
1,162,112,102,127,3,"[14, 13, 0, 10]","[0, 12, 0, 0]","[0, 14, 13, 10]","[12, 12, 12, 0]","[0, 12, 0, 0]","[13, 10, 12, 0]","[11, 0, 11, 0]","[0, 10, 10, 10]","[10, 0, 10, 0]","[0, 11, 10, 10]","[0, 10, 0, 10]","[10, 0, 0, 0]","[0, 10, 0, 10]","[10, 12, 12, 0]","[12, 13, 11, 0]","[11, 12, 0, 0]","[10, 0, 11, 15]","[0, 0, 0, 13]","[14, 11, 0, 14]",2
0,157,117,122,163,0,"[11, 11, 15, 0]","[0, 10, 0, 0]","[12, 14, 10, 0]","[13, 11, 0, 10]","[0, 12, 0, 0]","[10, 0, 12, 11]","[10, 12, 0, 11]","[10, 0, 12, 11]","[0, 10, 10, 11]","[10, 10, 0, 10]","[10, 10, 10, 0]","[10, 12, 11, 0]","[11, 10, 0, 0]","[11, 0, 12, 10]","[11, 0, 11, 12]","[10, 0, 0, 0]","[10, 11, 0, 13]","[14, 11, 0, 12]","[0, 13, 14, 11]",4
2,121,159,147,121,1,"[12, 0, 13, 12]","[13, 0, 12, 11]","[10, 0, 0, 0]","[10, 16, 10, 0]","[10, 0, 12, 11]","[0, 0, 0, 0]","[0, 10, 12, 10]","[0, 10, 12, 11]","[11, 0, 11, 10]","[10, 11, 0, 10]","[10, 10, 0, 10]","[0, 10, 11, 11]","[0, 11, 10, 12]","[0, 11, 11, 12]","[11, 12, 11, 0]","[0, 10, 0, 0]","[0, 10, 12, 14]","[12, 0, 12, 13]","[12, 0, 10, 0]",1
0,154,115,135,161,2,"[11, 15, 0, 13]","[0, 0, 0, 0]","[15, 0, 11, 0]","[11, 12, 0, 11]","[11, 13, 0, 10]","[10, 0, 10, 14]","[0, 12, 10, 0]","[11, 0, 10, 10]","[10, 12, 0, 10]","[11, 10, 10, 0]","[0, 10, 10, 10]","[0, 0, 10, 0]","[12, 11, 11, 0]","[11, 11, 0, 12]","[12, 11, 11, 0]","[11, 0, 11, 12]","[13, 12, 0, 12]","[0, 13, 11, 10]","[12, 12, 0, 11]",2
3,66,144,168,104,3,"[13, 0, 0, 10]","[0, 0, 11, 14]","[13, 0, 11, 11]","[0, 14, 10, 11]","[12, 0, 11, 11]","[0, 0, 11, 0]","[0, 10, 0, 0]","[10, 0, 12, 10]","[0, 10, 10, 0]","[0, 10, 11, 10]","[11, 0, 10, 10]","[10, 11, 0, 12]","[0, 0, 11, 0]","[10, 0, 0, 11]","[0, 0, 0, 10]","[11, 0, 11, 13]","[0, 0, 0, 10]","[0, 11, 14, 11]","[14, 0, 11, 14]",4
1,164,133,96,132,0,"[0, 14, 11, 0]","[12, 12, 0, 0]","[11, 11, 0, 13]","[13, 10, 12, 0]","[11, 12, 10, 0]","[0, 10, 12, 10]","[10, 11, 0, 11]","[0, 10, 10, 0]","[0, 10, 0, 10]","[10, 10, 0, 10]","[10, 10, 0, 10]","[10, 0, 10, 0]","[0, 12, 11, 10]","[13, 0, 11, 10]","[11, 0, 12, 0]","[0, 0, 12, 0]","[10, 10, 12, 0]","[11, 11, 0, 12]","[0, 11, 10, 0]",1
0,143,85,89,162,1,"[12, 11, 0, 12]","[11, 14, 10, 0]","[12, 12, 12, 0]","[11, 11, 0, 12]","[0, 0, 0, 0]","[13, 10, 0, 0]","[12, 10, 10, 0]","[10, 10, 11, 0]","[10, 0, 10, 11]","[10, 10, 0, 11]","[0, 10, 10, 11]","[11, 10, 0, 11]","[12, 11, 10, 0]","[0, 0, 0, 10]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12, 10, 0, 0]","[13, 14, 0, 11]","[13, 0, 12, 0]",3
0,50,141,125,155,2,"[0, 10, 12, 15]","[12, 0, 0, 13]","[11, 0, 11, 0]","[12, 0, 0, 0]","[0, 10, 11, 0]","[12, 0, 11, 10]","[12, 0, 11, 0]","[10, 0, 0, 10]","[11, 0, 10, 10]","[0, 10, 10, 10]","[12, 10, 10, 0]","[10, 0, 11, 12]","[10, 10, 0, 12]","[11, 0, 0, 0]","[11, 0, 0, 11]","[0, 0, 10, 0]","[0, 0, 10, 12]","[10, 0, 12, 0]","[11, 0, 12, 10]",2
3,138,119,169,128,3,"[0, 14, 14, 11]","[0, 11, 15, 11]","[11, 13, 0, 12]","[0, 12, 11, 13]","[12, 0, 13, 11]","[0, 0, 0, 11]","[10, 0, 0, 10]","[11, 0, 11, 10]","[11, 10, 10, 0]","[0, 10, 11, 10]","[11, 11, 10, 0]","[0, 0, 0, 10]","[11, 12, 0, 11]","[13, 11, 10, 0]","[13, 0, 0, 0]","[12, 0, 0, 12]","[0, 13, 14, 11]","[0, 11, 0, 12]","[13, 10, 0, 14]",4
2,127,152,140,89,0,"[0, 14, 10, 15]","[0, 0, 10, 0]","[0, 0, 10, 13]","[12, 11, 0, 10]","[0, 0, 11, 0]","[13, 0, 10, 11]","[0, 0, 12, 11]","[10, 12, 11, 0]","[0, 11, 10, 11]","[10, 0, 10, 10]","[10, 11, 0, 11]","[0, 10, 0, 0]","[11, 0, 12, 10]","[0, 11, 10, 0]","[0, 0, 12, 0]","[11, 12, 11, 0]","[0, 12, 13, 12]","[0, 11, 0, 11]","[12, 12, 0, 15]",2
0,139,89,122,140,1,"[13, 0, 0, 0]","[11, 0, 0, 13]","[0, 0, 13, 11]","[0, 0, 11, 14]","[14, 0, 0, 0]","[13, 11, 0, 10]","[11, 12, 10, 0]","[0, 10, 11, 11]","[10, 10, 11, 0]","[10, 11, 0, 10]","[0, 0, 0, 10]","[13, 10, 0, 10]","[11, 13, 0, 10]","[11, 13, 0, 11]","[12, 0, 11, 0]","[0, 13, 11, 0]","[0, 11, 11, 0]","[11, 13, 0, 12]","[0, 12, 0, 0]",3
2,118,173,121,124,2,"[0, 0, 10, 12]","[0, 0, 12, 10]","[11, 0, 0, 0]","[0, 0, 11, 11]","[10, 13, 0, 11]","[11, 11, 11, 0]","[0, 11, 11, 10]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 10, 10, 0]","[11, 0, 10, 11]","[0, 10, 10, 10]","[0, 10, 13, 10]","[0, 10, 10, 0]","[11, 12, 0, 13]","[11, 0, 10, 0]","[16, 0, 10, 10]","[13, 11, 12, 0]","[0, 0, 13, 13]",4
0,144,111,95,156,3,"[12, 10, 0, 16]","[11, 0, 0, 0]","[11, 12, 0, 0]","[0, 11, 12, 0]","[0, 11, 12, 10]","[0, 0, 10, 0]","[10, 10, 0, 12]","[11, 10, 10, 0]","[10, 10, 0, 12]","[0, 10, 0, 0]","[10, 0, 11, 10]","[11, 10, 11, 0]","[11, 12, 11, 0]","[0, 0, 11, 0]","[10, 11, 0, 11]","[12, 11, 0, 11]","[13, 0, 11, 0]","[12, 0, 0, 13]","[12, 16, 12, 0]",1
2,98,173,101,116,0,"[0, 0, 13, 0]","[11, 0, 14, 0]","[14, 0, 12, 12]","[12, 0, 12, 0]","[0, 10, 12, 11]","[11, 11, 11, 0]","[0, 0, 0, 0]","[10, 0, 10, 0]","[11, 10, 0, 11]","[11, 0, 10, 10]","[0, 11, 11, 10]","[10, 10, 11, 0]","[0, 10, 11, 13]","[0, 0, 11, 0]","[0, 13, 13, 10]","[12, 0, 10, 11]","[14, 11, 0, 13]","[0, 12, 12, 0]","[0, 0, 0, 0]",2
1,183,89,167,96,1,"[0, 11, 11, 13]","[0, 10, 11, 0]","[11, 12, 0, 11]","[11, 12, 0, 11]","[11, 12, 0, 11]","[10, 11, 0, 12]","[0, 10, 10, 0]","[0, 10, 0, 0]","[11, 0, 0, 0]","[10, 11, 0, 10]","[0, 10, 10, 10]","[11, 10, 0, 11]","[10, 0, 10, 12]","[0, 11, 11, 10]","[11, 14, 0, 10]","[0, 11, 15, 11]","[0, 12, 11, 14]","[0, 0, 0, 11]","[0, 16, 0, 10]",4
3,152,144,152,111,2,"[0, 0, 0, 0]","[13, 13, 10, 0]","[0, 13, 12, 10]","[0, 12, 11, 13]","[13, 11, 0, 11]","[0, 12, 10, 13]","[0, 11, 0, 10]","[10, 0, 10, 12]","[10, 10, 0, 12]","[10, 0, 10, 11]","[0, 11, 10, 11]","[10, 0, 10, 0]","[11, 0, 10, 12]","[10, 0, 10, 13]","[10, 12, 0, 0]","[0, 11, 14, 10]","[0, 10, 14, 14]","[0, 13, 0, 0]","[14, 13, 13, 0]",1
2,117,150,141,134,3,"[0, 0, 12, 10]","[11, 12, 0, 10]","[13, 10, 0, 0]","[13, 11, 0, 11]","[12, 0, 10, 0]","[0, 0, 0, 10]","[10, 13, 10, 0]","[0, 12, 10, 10]","[11, 0, 10, 0]","[0, 10, 10, 11]","[0, 0, 10, 0]","[11, 11, 0, 11]","[11, 0, 11, 11]","[10, 12, 0, 11]","[0, 0, 12, 11]","[11, 0, 14, 10]","[0, 12, 14, 11]","[11, 14, 12, 0]","[10, 0, 15, 14]",3
3,94,102,139,111,0,"[0, 12, 13, 0]","[0, 11, 0, 0]","[12, 13, 0, 12]","[0, 0, 0, 11]","[0, 0, 0, 12]","[11, 0, 0, 11]","[11, 0, 10, 12]","[0, 10, 0, 11]","[10, 0, 10, 10]","[10, 0, 11, 10]","[0, 0, 10, 10]","[0, 0, 0, 10]","[11, 0, 12, 10]","[13, 0, 12, 10]","[10, 10, 0, 0]","[12, 14, 0, 10]","[0, 0, 11, 0]","[0, 12, 13, 0]","[11, 12, 0, 0]",3
1,160,125,112,123,1,"[0, 13, 14, 0]","[0, 10, 14, 0]","[0, 0, 10, 0]","[0, 12, 10, 12]","[11, 13, 0, 0]","[11, 11, 0, 12]","[0, 10, 0, 10]","[10, 0, 0, 10]","[12, 0, 10, 10]","[10, 10, 11, 0]","[0, 10, 0, 0]","[0, 11, 10, 11]","[11, 10, 12, 0]","[10, 13, 0, 11]","[10, 0, 0, 11]","[12, 11, 12, 0]","[14, 0, 11, 13]","[12, 11, 0, 12]","[0, 15, 11, 0]",4
1,149,111,98,147,2,"[15, 0, 0, 0]","[11, 13, 13, 0]","[0, 0, 10, 11]","[14, 0, 10, 10]","[13, 13, 10, 0]","[11, 0, 10, 14]","[0, 11, 11, 12]","[10, 11, 0, 11]","[10, 11, 0, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[10, 0, 12, 10]","[10, 11, 0, 0]","[0, 10, 0, 0]","[10, 11, 13, 0]","[0, 11, 0, 0]","[0, 14, 0, 0]","[0, 11, 0, 0]","[13, 12, 12, 0]",3
0,125,167,67,169,3,"[13, 12, 12, 0]","[0, 12, 11, 14]","[13, 0, 13, 12]","[10, 13, 12, 0]","[14, 0, 10, 0]","[12, 10, 0, 10]","[11, 0, 0, 0]","[10, 0, 0, 0]","[11, 10, 10, 0]","[10, 10, 11, 0]","[11, 0, 10, 10]","[10, 10, 10, 0]","[10, 13, 10, 0]","[10, 11, 12, 0]","[0, 13, 10, 11]","[0, 0, 11, 0]","[12, 0, 0, 10]","[12, 11, 14, 0]","[0, 0, 11, 0]",1
2,135,139,101,122,0,"[0, 12, 15, 11]","[11, 0, 0, 0]","[0, 12, 0, 0]","[0, 12, 13, 11]","[10, 12, 12, 0]","[0, 10, 11, 0]","[10, 14, 10, 0]","[0, 10, 0, 0]","[11, 10, 10, 0]","[10, 0, 10, 11]","[10, 0, 12, 10]","[0, 10, 0, 10]","[11, 0, 12, 10]","[12, 11, 0, 0]","[10, 12, 11, 0]","[0, 0, 0, 12]","[13, 0, 0, 14]","[14, 10, 11, 0]","[0, 0, 12, 12]",2
3,109,136,158,141,1,"[0, 0, 13, 10]","[10, 0, 15, 14]","[12, 0, 12, 11]","[10, 13, 0, 0]","[11, 11, 10, 0]","[0, 0, 10, 0]","[10, 12, 0, 10]","[0, 10, 10, 11]","[10, 0, 11, 10]","[10, 10, 10, 0]","[10, 10, 0, 12]","[10, 0, 11, 11]","[0, 13, 10, 10]","[0, 10, 0, 11]","[11, 0, 0, 10]","[10, 0, 10, 14]","[0, 0, 14, 10]","[13, 10, 0, 0]","[14, 10, 0, 14]",2
0,87,99,155,160,2,"[13, 0, 10, 11]","[11, 13, 13, 0]","[15, 0, 0, 10]","[0, 0, 11, 0]","[11, 10, 0, 12]","[10, 0, 0, 0]","[0, 0, 10, 12]","[11, 0, 10, 10]","[10, 10, 0, 10]","[10, 10, 0, 10]","[0, 11, 10, 10]","[0, 10, 10, 12]","[11, 10, 0, 11]","[10, 0, 0, 0]","[10, 0, 13, 0]","[14, 0, 12, 10]","[13, 0, 0, 12]","[11, 13, 0, 14]","[0, 0, 0, 11]",2
1,163,140,142,148,3,"[14, 0, 14, 11]","[11, 11, 0, 15]","[0, 11, 0, 12]","[12, 12, 12, 0]","[12, 11, 12, 0]","[0, 0, 11, 0]","[14, 10, 0, 10]","[10, 13, 10, 0]","[11, 10, 11, 0]","[0, 11, 10, 10]","[10, 10, 0, 10]","[10, 11, 0, 10]","[0, 10, 12, 12]","[10, 10, 13, 0]","[11, 0, 10, 12]","[10, 10, 0, 15]","[0, 11, 13, 0]","[0, 12, 12, 13]","[13, 0, 0, 12]",2
1,192,174,128,113,0,"[12, 13, 13, 0]","[0, 12, 16, 11]","[11, 10, 12, 0]","[0, 14, 10, 13]","[14, 0, 12, 10]","[11, 12, 10, 0]","[10, 10, 0, 12]","[0, 11, 10, 10]","[12, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 11, 11]","[0, 10, 11, 10]","[10, 11, 10, 0]","[0, 11, 12, 10]","[0, 10, 11, 11]","[12, 11, 0, 0]","[11, 12, 13, 0]","[0, 10, 13, 10]","[0, 15, 0, 0]",1
2,131,155,134,94,1,"[0, 11, 11, 15]","[15, 0, 11, 12]","[0, 11, 14, 11]","[0, 0, 0, 10]","[0, 11, 11, 10]","[11, 12, 0, 11]","[0, 0, 0, 0]","[0, 10, 11, 0]","[10, 0, 11, 10]","[10, 10, 10, 0]","[0, 10, 10, 10]","[13, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 10, 0]","[0, 0, 0, 11]","[11, 0, 13, 12]","[0, 14, 10, 12]","[13, 12, 13, 0]","[0, 0, 0, 10]",1
1,164,139,131,148,2,"[12, 12, 0, 0]","[12, 13, 0, 0]","[10, 10, 15, 0]","[12, 0, 11, 13]","[12, 12, 0, 10]","[11, 0, 11, 0]","[0, 11, 11, 12]","[11, 0, 10, 11]","[10, 10, 0, 0]","[10, 10, 11, 0]","[0, 0, 11, 10]","[0, 10, 10, 10]","[0, 10, 0, 10]","[0, 13, 10, 11]","[0, 11, 13, 10]","[12, 13, 0, 12]","[13, 0, 12, 11]","[11, 16, 0, 11]","[12, 13, 14, 0]",3
2,134,152,120,142,3,"[15, 11, 11, 0]","[15, 10, 0, 0]","[0, 14, 11, 11]","[0, 10, 0, 0]","[12, 0, 11, 0]","[10, 0, 11, 12]","[12, 0, 10, 11]","[10, 0, 11, 11]","[0, 0, 0, 10]","[0, 10, 10, 10]","[0, 11, 11, 10]","[10, 0, 12, 10]","[10, 0, 0, 0]","[12, 11, 10, 0]","[11, 15, 10, 0]","[13, 14, 10, 0]","[0, 15, 12, 11]","[0, 13, 12, 12]","[12, 0, 0, 12]",3
3,114,133,138,138,0,"[0, 14, 11, 12]","[13, 11, 0, 14]","[11, 15, 0, 10]","[13, 0, 10, 0]","[0, 0, 0, 12]","[12, 0, 0, 0]","[10, 0, 0, 0]","[10, 0, 10, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 11, 11]","[0, 11, 10, 11]","[0, 12, 10, 11]","[0, 10, 12, 12]","[13, 10, 11, 0]","[0, 0, 12, 0]","[11, 0, 15, 12]","[12, 0, 11, 13]","[13, 11, 0, 0]",3
1,156,109,151,113,1,"[0, 10, 0, 16]","[0, 11, 11, 13]","[12, 11, 12, 0]","[0, 0, 10, 0]","[0, 10, 10, 11]","[0, 0, 12, 11]","[11, 11, 0, 11]","[11, 11, 0, 11]","[0, 0, 10, 10]","[10, 10, 0, 10]","[10, 11, 11, 0]","[0, 10, 11, 12]","[0, 0, 10, 0]","[11, 11, 0, 10]","[13, 10, 12, 0]","[10, 13, 0, 11]","[0, 15, 0, 13]","[12, 0, 0, 12]","[13, 12, 0, 0]",4
1,149,136,134,88,2,"[12, 12, 16, 0]","[13, 0, 0, 0]","[0, 0, 11, 0]","[0, 10, 15, 11]","[11, 11, 10, 0]","[0, 0, 11, 0]","[0, 0, 10, 0]","[0, 13, 10, 10]","[10, 10, 0, 11]","[0, 10, 10, 10]","[10, 10, 10, 0]","[0, 13, 10, 10]","[11, 10, 0, 12]","[0, 0, 11, 11]","[11, 12, 0, 10]","[0, 0, 12, 10]","[10, 10, 0, 14]","[0, 12, 0, 13]","[0, 16, 0, 12]",3
2,117,148,121,134,3,"[11, 0, 14, 11]","[0, 11, 13, 13]","[14, 10, 0, 0]","[0, 0, 11, 0]","[10, 0, 0, 0]","[10, 12, 0, 10]","[0, 0, 12, 11]","[0, 10, 10, 12]","[11, 10, 10, 0]","[10, 0, 10, 10]","[11, 0, 0, 0]","[11, 0, 11, 10]","[10, 0, 0, 10]","[0, 12, 11, 11]","[12, 10, 11, 0]","[12, 12, 12, 0]","[0, 14, 11, 13]","[0, 0, 12, 10]","[12, 16, 0, 0]",3
1,149,108,147,99,0,"[0, 11, 13, 0]","[0, 0, 0, 0]","[12, 12, 0, 12]","[0, 11, 10, 15]","[0, 0, 0, 12]","[11, 0, 10, 0]","[0, 10, 10, 0]","[12, 10, 0, 10]","[0, 10, 10, 11]","[10, 0, 10, 11]","[11, 10, 0, 10]","[10, 11, 10, 0]","[0, 10, 0, 0]","[0, 0, 11, 13]","[10, 10, 0, 13]","[11, 10, 0, 13]","[0, 11, 12, 0]","[12, 11, 0, 13]","[0, 12, 12, 14]",1
1,158,104,133,117,1,"[12, 0, 0, 10]","[12, 11, 0, 12]","[0, 11, 0, 0]","[0, 11, 10, 14]","[11, 0, 12, 10]","[0, 10, 10, 12]","[10, 0, 0, 0]","[13, 10, 10, 0]","[11, 0, 11, 10]","[0, 10, 10, 10]","[11, 10, 10, 0]","[0, 10, 0, 0]","[13, 10, 0, 10]","[12, 10, 0, 0]","[12, 0, 10, 11]","[0, 13, 10, 11]","[0, 14, 11, 11]","[0, 15, 0, 0]","[0, 13, 0, 12]",4
3,131,117,134,129,2,"[0, 12, 12, 11]","[0, 13, 10, 0]","[0, 0, 11, 10]","[14, 0, 10, 11]","[14, 11, 0, 11]","[11, 12, 0, 12]","[11, 10, 0, 0]","[11, 10, 10, 0]","[0, 10, 10, 11]","[11, 10, 10, 0]","[0, 0, 0, 10]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 11, 0, 11]","[12, 11, 12, 0]","[12, 11, 0, 0]","[0, 0, 11, 0]","[13, 0, 11, 11]","[0, 0, 0, 16]",1
0,118,98,135,176,3,"[14, 12, 0, 12]","[11, 14, 13, 0]","[12, 12, 11, 0]","[0, 0, 0, 11]","[11, 12, 10, 0]","[0, 0, 10, 0]","[10, 11, 0, 10]","[10, 11, 0, 10]","[10, 11, 10, 0]","[10, 10, 10, 0]","[11, 0, 11, 10]","[11, 11, 0, 11]","[0, 14, 10, 10]","[11, 0, 0, 10]","[10, 0, 0, 0]","[11, 0, 0, 11]","[13, 0, 13, 11]","[10, 0, 0, 15]","[11, 0, 0, 14]",1
3,108,117,142,134,0,"[14, 11, 0, 13]","[0, 0, 0, 11]","[11, 0, 0, 0]","[0, 0, 10, 0]","[10, 0, 11, 14]","[0, 10, 0, 10]","[10, 12, 11, 0]","[0, 0, 0, 11]","[0, 11, 10, 10]","[10, 0, 10, 10]","[10, 11, 11, 0]","[10, 0, 10, 0]","[13, 10, 11, 0]","[13, 11, 0, 10]","[10, 10, 0, 15]","[0, 12, 10, 10]","[10, 0, 12, 14]","[0, 0, 11, 0]","[13, 10, 0, 14]",3
0,116,129,150,157,1,"[12, 0, 0, 0]","[13, 13, 0, 0]","[0, 16, 10, 11]","[0, 13, 10, 0]","[0, 11, 13, 10]","[0, 0, 0, 10]","[11, 10, 0, 13]","[0, 10, 10, 12]","[11, 0, 11, 10]","[10, 10, 0, 10]","[10, 10, 0, 10]","[10, 11, 10, 0]","[10, 0, 10, 13]","[12, 0, 10, 0]","[12, 0, 10, 0]","[12, 0, 12, 10]","[10, 0, 12, 14]","[12, 0, 11, 13]","[12, 12, 0, 14]",3
0,113,109,97,153,2,"[13, 0, 0, 0]","[0, 12, 11, 0]","[11, 16, 0, 10]","[12, 10, 12, 0]","[0, 11, 11, 11]","[10, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 11, 10]","[10, 10, 0, 11]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 10, 10, 11]","[10, 11, 10, 0]","[12, 0, 11, 0]","[11, 12, 0, 0]","[12, 0, 12, 12]","[12, 0, 11, 0]","[10, 0, 0, 0]","[0, 11, 0, 12]",2
1,148,128,132,117,3,"[12, 11, 0, 12]","[15, 11, 12, 0]","[0, 13, 10, 14]","[0, 12, 11, 0]","[11, 11, 11, 0]","[0, 0, 10, 0]","[12, 0, 11, 10]","[0, 10, 11, 10]","[11, 0, 10, 10]","[0, 10, 11, 10]","[10, 0, 10, 11]","[10, 12, 0, 10]","[0, 12, 0, 0]","[0, 0, 11, 10]","[11, 14, 0, 11]","[0, 10, 10, 0]","[0, 0, 0, 13]","[12, 12, 0, 11]","[13, 10, 0, 0]",2
3,148,151,162,91,0,"[0, 13, 12, 13]","[0, 0, 12, 0]","[13, 10, 11, 0]","[0, 11, 13, 11]","[13, 10, 0, 0]","[0, 13, 12, 10]","[11, 11, 0, 10]","[0, 11, 11, 10]","[12, 10, 10, 0]","[10, 10, 0, 10]","[10, 0, 11, 10]","[10, 0, 11, 10]","[0, 0, 0, 10]","[12, 10, 0, 10]","[0, 12, 13, 10]","[0, 0, 0, 11]","[0, 0, 11, 12]","[0, 13, 14, 10]","[0, 14, 10, 15]",3
1,152,107,115,136,1,"[11, 13, 0, 15]","[0, 11, 0, 12]","[0, 14, 0, 11]","[13, 0, 0, 0]","[11, 11, 0, 10]","[11, 14, 0, 10]","[0, 0, 12, 0]","[12, 11, 10, 0]","[11, 0, 10, 11]","[10, 10, 10, 0]","[10, 10, 10, 0]","[11, 0, 10, 10]","[0, 13, 10, 0]","[0, 10, 0, 0]","[11, 11, 0, 12]","[11, 0, 13, 11]","[0, 13, 12, 13]","[14, 0, 0, 0]","[0, 11, 10, 0]",4
3,136,137,146,145,2,"[0, 0, 11, 0]","[0, 13, 12, 10]","[0, 11, 12, 13]","[12, 0, 0, 0]","[0, 0, 0, 0]","[11, 0, 10, 12]","[0, 11, 11, 10]","[11, 0, 10, 11]","[11, 10, 0, 11]","[11, 10, 10, 0]","[0, 10, 11, 10]","[10, 0, 13, 10]","[10, 11, 0, 11]","[11, 0, 11, 12]","[11, 11, 0, 11]","[11, 11, 0, 13]","[13, 12, 0, 12]","[11, 13, 14, 0]","[12, 13, 12, 0]",1
3,88,98,130,111,3,"[13, 0, 10, 15]","[0, 0, 13, 0]","[12, 11, 0, 15]","[10, 12, 0, 13]","[12, 0, 11, 11]","[11, 12, 0, 10]","[0, 0, 10, 10]","[10, 0, 0, 11]","[10, 10, 0, 12]","[0, 10, 10, 11]","[0, 10, 0, 0]","[0, 0, 0, 10]","[0, 11, 0, 0]","[0, 0, 11, 0]","[12, 0, 11, 0]","[10, 0, 11, 12]","[0, 0, 0, 0]","[11, 12, 0, 0]","[0, 0, 11, 0]",4
2,137,162,115,113,0,"[0, 16, 0, 11]","[15, 0, 11, 13]","[0, 12, 11, 13]","[0, 0, 11, 0]","[13, 12, 11, 0]","[0, 10, 13, 11]","[0, 10, 0, 0]","[10, 0, 0, 10]","[0, 0, 10, 0]","[10, 10, 10, 0]","[11, 10, 0, 10]","[10, 11, 11, 0]","[0, 11, 10, 12]","[10, 0, 13, 10]","[10, 0, 12, 0]","[0, 11, 0, 0]","[0, 11, 13, 12]","[12, 13, 13, 0]","[12, 0, 13, 13]",2
1,138,123,103,121,1,"[13, 13, 0, 12]","[0, 12, 0, 11]","[0, 0, 13, 0]","[10, 12, 12, 0]","[0, 10, 13, 12]","[11, 0, 10, 0]","[10, 12, 10, 0]","[0, 11, 10, 0]","[10, 10, 0, 10]","[10, 10, 10, 0]","[10, 10, 0, 12]","[11, 0, 11, 10]","[10, 0, 12, 11]","[0, 12, 0, 0]","[0, 0, 0, 12]","[0, 12, 11, 13]","[14, 0, 0, 0]","[0, 0, 0, 0]","[12, 14, 11, 0]",4
1,179,155,120,116,2,"[15, 13, 0, 11]","[0, 11, 13, 0]","[11, 13, 11, 0]","[13, 10, 13, 0]","[12, 10, 0, 12]","[0, 12, 11, 11]","[0, 10, 12, 12]","[12, 11, 10, 0]","[0, 10, 10, 10]","[10, 10, 11, 0]","[0, 10, 11, 11]","[10, 0, 0, 10]","[0, 10, 14, 0]","[0, 11, 0, 10]","[10, 13, 0, 0]","[0, 13, 13, 0]","[11, 0, 13, 13]","[12, 12, 0, 10]","[0, 0, 13, 10]",3
3,115,109,131,88,3,"[0, 0, 12, 0]","[11, 13, 0, 13]","[11, 0, 0, 10]","[0, 11, 0, 0]","[10, 12, 12, 0]","[0, 0, 10, 11]","[0, 0, 0, 0]","[10, 0, 10, 10]","[11, 10, 11, 0]","[0, 10, 10, 11]","[0, 0, 0, 10]","[0, 10, 0, 10]","[12, 0, 10, 11]","[0, 12, 11, 11]","[0, 0, 0, 10]","[12, 10, 0, 12]","[0, 13, 0, 0]","[0, 14, 12, 12]","[11, 0, 11, 0]",4
